,0
7211,203650
7212,1028420
7213,297512
7214,851950
7215,888530
7216,318500
7217,441550
7218,1591520
7219,513033
7220,287200
7221,1462520
7222,584383
7223,1371404
7224,1738490
7225,354430
7226,1369520
7227,678970
7228,497800
7229,485610
7230,1038740
7231,1038740
7232,1856480
7233,1124830
7234,917150
7235,843020
7236,297513
7237,384630
7238,1882140
7239,1195160
7240,343560
7241,1378020
7242,2820
7243,1353943
7244,214170
7245,270910
7246,830461
7247,496103
7248,293061
7249,1069690
7250,1055850
7251,1264880
7252,861889
7253,1497020
7254,837840
7255,416770
7256,965590
7257,6980
7258,484900
7259,420740
7260,418810
7261,1424200
7262,718590
7263,571530
7264,794343
7265,205230
7266,1252560
7267,1608190
7268,1400290
7269,1202310
7270,1456200
7271,963000
7272,524850
7273,1180660
7274,1047220
7275,1425130
7276,237890
7277,512890
7278,974300
7279,1471390
7280,549080
7281,522210
7282,342260
7283,1182000
7284,1089820
7285,1540410
7286,737870
7287,551860
7288,456540
7289,897820
7290,1640320
7291,1289990
7292,636100
7293,977570
7294,1397650
7295,1167870
7296,599750
7297,1271740
7298,1071100
7299,70000
7300,205950
7301,444140
7302,986680
7303,214970
7304,437420
7305,941954
7306,761596
7307,381890
7308,32610
7309,1844060
7310,884260
7311,927270
7312,1082250
7313,1587240
7314,1526010
7315,1822910
7316,1755300
7317,562410
7318,1671550
7319,716500
7320,528050
7321,717250
7322,698780
7323,45700
7324,232910
7325,1103100
7326,939060
7327,433530
7328,544330
7329,1395850
7330,1082930
7331,1845541
7332,500810
7333,1166990
7334,833090
7335,1954750
7336,528055
7337,409870
7338,857280
7339,854250
7340,361690
7341,527100
7342,1752150
7343,1201630
7344,683850
7345,1151120
7346,1682230
7347,1258460
7348,610360
7349,1547160
7350,278460
7351,573120
7352,603390
7353,1289760
7354,574260
7355,1088770
7356,"2280,2290,2300,9160"
7357,951000
7358,570840
7359,632000
7360,387920
7361,941957
7362,786520
7363,297510
7364,797400
7365,65790
7366,544710
7367,1536070
7368,217900
7369,1556650
7370,1304461
7371,32400
7372,340490
7373,314030
7374,1413870
7375,509250
7376,1058190
7377,1120304
7378,2013300
7379,489140
7380,1287056
7381,1381530
7382,567030
7383,318530
7384,1270720
7385,1441230
7386,1664930
7387,1074650
7388,1514360
7389,450120
7390,1751050
7391,1243770
7392,1608280
7393,571210
7394,1144180
7395,1174632
7396,1094060
7397,388472
7398,1340640
7399,1736550
7400,673260
7401,1174630
7402,1015940
7403,805590
7404,799640
7405,1232570
7406,574180
7407,613190
7408,1631790
7409,1279610
7410,224580
7411,210943
7412,1154780
7413,351700
7414,265300
7415,635030
7416,1183260
7417,771420
7418,1671590
7419,314980
7420,1072020
7421,360820
7422,1563950
7423,940650
7424,543140
7425,297791
7426,1357870
7427,346560
7428,230050
7429,530070
7430,721620
7431,449980
7432,1733060
7433,874344
7434,995230
7435,318510
7436,508980
7437,1413980
7438,844390
7439,1551570
7440,1536953
7441,649580
7442,539670
7443,12320
7444,1351010
7445,550400
7446,728930
7447,304020
7448,882140
7449,691830
7450,564791
7451,566160
7452,397350
7453,1972820
7454,485400
7455,1223500
7456,858760
7457,349270
7458,585020
7459,470580
7460,1005971
7461,1150730
7462,72730
7463,70210
7464,70210
7465,1876000
7466,1287062
7467,1094390
7468,1198470
7469,508401
7470,662190
7471,1638220
7472,39500
7473,641080
7474,1763082
7475,1183940
7476,1528020
7477,619780
7478,1431350
7479,575640
7480,318970
7481,1905940
7482,620190
7483,645090
7484,673800
7485,372590
7486,2004030
7487,706870
7488,1650590
7489,299950
7490,1128000
7491,1140120
7492,1162340
7493,925826
7494,1304130
7495,1436920
7496,1442160
7497,1161370
7498,594630
7499,708880
7500,773840
7501,1469910
7502,1552810
7503,788270
7504,1848421
7505,1554600
7506,936490
7507,577970
7508,447800
7509,1512480
7510,968870
7511,256321
7512,1557480
7513,1463160
7514,297790
7515,1152820
7516,1242756
7517,1656820
7518,1476170
7519,304211
7520,504920
7521,775900
7522,39510
7523,574310
7524,1306620
7525,1418841
7526,617480
7527,589200
7528,712730
7529,1181400
7530,1200110
7531,433170
7532,850980
7533,1162207
7534,340580
7535,570361
7536,308060
7537,1904530
7538,1277500
7539,1105890
7540,290260
7541,1566770
7542,253030
7543,737002
7544,1216880
7545,974301
7546,779932
7547,1494300
7548,893030
7549,420440
7550,1229060
7551,858040
7552,375200
7553,1025140
7554,1233100
7555,468060
7556,1187130
7557,571890
7558,505740
7559,1697190
7560,461241
7561,1218890
7562,1738610
7563,404200
7564,948640
7565,1617030
7566,256370
7567,775430
7568,1484620
7569,752450
7570,489110
7571,1240360
7572,583090
7573,269670
7574,1329262
7575,748300
7576,470260
7577,1613282
7578,1418846
7579,987720
7580,749840
7581,658550
7582,416680
7583,762914
7584,762914
7585,1522080
7586,1612620
7587,1663680
7588,1285230
7589,225831
7590,1400910
7591,1746620
7592,1580800
7593,1346070
7594,414870
7595,1133300
7596,741250
7597,778530
7598,1229260
7599,1480360
7600,11450
7601,591420
7602,1343250
7603,741510
7604,1210750
7605,1191580
7606,1415530
7607,42966
7608,1535610
7609,654050
7610,1635350
7611,1269820
7612,1521130
7613,980590
7614,640120
7615,1275760
7616,249094
7617,1250730
7618,1096930
7619,879140
7620,247910
7621,468726
7622,975180
7623,377080
7624,1817000
7625,1840230
7626,465480
7627,1585910
7628,1533390
7629,354740
7630,449250
7631,590590
7632,15750
7633,652410
7634,1304420
7635,1105590
7636,1945680
7637,1423760
7638,1259800
7639,367270
7640,33770
7641,257750
7642,1896880
7643,388476
7644,1099563
7645,1256060
7646,1469160
7647,555150
7648,644710
7649,552920
7650,340050
7651,427250
7652,1465050
7653,1236640
7654,249085
7655,1263230
7656,1242754
7657,1212940
7658,1370370
7659,1189900
7660,1250890
7661,1942440
7662,1098080
7663,549260
7664,73170
7665,1463920
7666,1244160
7667,461248
7668,1162160
7669,407310
7670,359490
7671,923570
7672,461247
7673,226620
7674,108726
7675,1048540
7676,747340
7677,1506980
7678,1588910
7679,452510
7680,598960
7681,1375366
7682,1377430
7683,732430
7684,968250
7685,1387580
7686,331160
7687,1607390
7688,1510620
7689,886920
7690,224166
7691,657000
7692,1057750
7693,1356180
7694,1090141
7695,1518810
7696,502940
7697,225821
7698,608680
7699,497690
7700,1683320
7701,556470
7702,1184160
7703,225832
7704,1244270
7705,1112790
7706,688060
7707,224143
7708,1412690
7709,355680
7710,543960
7711,540721
7712,225825
7713,225827
7714,1348180
7715,40330
7716,1882040
7717,249086
7718,458770
7719,515260
7720,871120
7721,880220
7722,1736340
7723,224161
7724,9760
7725,1526710
7726,919330
7727,561730
7728,261470
7729,454320
7730,209460
7731,1065940
7732,1129030
7733,318870
7734,15200
7735,1714460
7736,1787810
7737,587580
7738,1099560
7739,1150460
7740,318872
7741,1238730
7742,662352
7743,1755680
7744,224164
7745,919370
7746,1118292
7747,224168
7748,987400
7749,1933050
7750,615380
7751,803980
7752,1490115
7753,592480
7754,417380
7755,610610
7756,224167
7757,1080220
7758,91700
7759,26900
7760,984110
7761,969270
7762,1144970
7763,558241
7764,1734320
7765,278360
7766,524580
7767,960980
7768,865540
7769,536560
7770,1534180
7771,443000
7772,314150
7773,6040
7774,267781
7775,1787960
7776,574090
7777,40330
7778,1090180
7779,1241262
7780,264200
7781,1745510
7782,1760120
7783,779936
7784,547910
7785,762913
7786,1157700
7787,1474700
7788,1089830
7789,1178150
7790,1335230
7791,1648560
7792,1536420
7793,1321070
7794,612930
7795,1464062
7796,1508270
7797,941950
7798,501570
7799,1983600
7800,1307400
7801,650000
7802,979480
7803,1202055
7804,237740
7805,452060
7806,783180
7807,1167950
7808,283960
7809,590690
7810,1130620
7811,1182900
7812,1187940
7813,989770
7814,71230
7815,284750
7816,541670
7817,1371403
7818,31170
7819,1080230
7820,809210
7821,704300
7822,363330
7823,930280
7824,1812420
7825,1024702
7826,409660
7827,772430
7828,882900
7829,945460
7830,441700
7831,525031
7832,643960
7833,935580
7834,1648061
7835,1927380
7836,2004740
7837,258751
7838,821950
7839,544600
7840,1233360
7841,1714320
7842,1292770
7843,252030
7844,556050
7845,523210
7846,35136
7847,761820
7848,47410
7849,35138
7850,285110
7851,892760
7852,1096410
7853,1806700
7854,1050440
7855,1130800
7856,1072562
7857,1415920
7858,391730
7859,1670550
7860,778400
7861,909640
7862,699780
7863,296470
7864,964020
7865,853550
7866,491040
7867,1259440
7868,532190
7869,1370010
7870,355740
7871,1087280
7872,115110
7873,1496790
7874,39120
7875,283160
7876,1726360
7877,865040
7878,783840
7879,1736700
7880,35137
7881,1119600
7882,879000
7883,876980
7884,1304447
7885,779290
7886,1939940
7887,262150
7888,1103880
7889,861270
7890,780500
7891,1363850
7892,912540
7893,1292170
7894,24963
7895,1178140
7896,1331270
7897,347190
7898,715380
7899,1758370
7900,565040
7901,360830
7902,1551510
7903,239070
7904,1696220
7905,442070
7906,833140
7907,1747890
7908,867120
7909,1066900
7910,1066810
7911,1082450
7912,500500
7913,1222050
7914,1240630
7915,246070
7916,329130
7917,212010
7918,550310
7919,950180
7920,1544540
7921,1786050
7922,368190
7923,250110
7924,108231
7925,2028850
7926,980591
7927,620370
7928,980592
7929,102623
7930,978870
7931,463270
7932,1129920
7933,426690
7934,1780970
7935,1087280
7936,1232430
7937,493540
7938,1151070
7939,411920
7940,761700
7941,730430
7942,1241510
7943,7600
7944,269650
7945,1446991
7946,788690
7947,1443019
7948,1481112
7949,304213
7950,3620
7951,407471
7952,588620
7953,1656640
7954,751880
7955,1406020
7956,293260
7957,1191440
7958,840760
7959,947300
7960,1112420
7961,1406780
7962,352710
7963,1019540
7964,371140
7965,952891
7966,1664950
7967,1177660
7968,1056840
7969,1477780
7970,102622
7971,296870
7972,893020
7973,1692700
7974,1127840
7975,571880
7976,1970630
7977,979560
7978,347210
7979,1023780
7980,1704080
7981,22470
7982,549840
7983,1773890
7984,864060
7985,218410
7986,218410
7987,1326270
7988,871930
7989,1078370
7990,1951320
7991,415170
7992,1460490
7993,861590
7994,1159010
7995,1292180
7996,1549550
7997,936530
7998,224820
7999,558242
8000,266130
8001,513030
8002,1329730
8003,1183030
8004,473970
8005,314680
8006,675240
8007,1636344
8008,255390
8009,628200
8010,1663690
8011,347212
8012,1288610
8013,63660
8014,645730
8015,1947530
8016,465490
8017,711750
8018,349770
8019,619290
8020,1549560
8021,485040
8022,210934
8023,1752630
8024,1171380
8025,247240
8026,560050
8027,211260
8028,797620
8029,204240
8030,1138490
8031,21100
8032,1022980
8033,1159030
8034,318511
8035,207080
8036,1174631
8037,929060
8038,1144910
8039,458790
8040,273590
8041,1181840
8042,899310
8043,435910
8044,495110
8045,1706090
8046,1564710
8047,99300
8048,1222300
8049,266930
8050,382467
8051,290300
8052,990360
8053,1011610
8054,1099584
8055,422900
8056,304140
8057,910880
8058,598780
8059,347620
8060,1098940
8061,1739610
8062,288120
8063,813700
8064,1480230
8065,409850
8066,461240
8067,513510
8068,1347970
8069,1347420
8070,301650
8071,1299420
8072,462260
8073,1754260
8074,1542790
8075,900400
8076,839420
8077,510510
8078,682080
8079,1043340
8080,361990
8081,1304410
8082,275030
8083,1442650
8084,326480
8085,779430
8086,320300
8087,1157640
8088,946050
8089,663130
8090,1184890
8091,370460
8092,844380
8093,388479
8094,1132720
8095,798740
8096,262120
8097,1008920
8098,203750
8099,1284950
8100,1156000
8101,570363
8102,1819230
8103,1356411
8104,1184210
8105,949200
8106,1841390
8107,498980
8108,290510
8109,1174460
8110,309990
8111,1272130
8112,299680
8113,1449320
8114,347290
8115,354330
8116,822094
8117,845000
8118,564160
8119,390720
8120,1562200
8121,581630
8122,687920
8123,55380
8124,1048740
8125,1530750
8126,1161190
8127,301180
8128,1362190
8129,1892950
8130,762916
8131,1377650
8132,1125390
8133,987230
8134,612070
8135,1099583
8136,249680
8137,664000
8138,941958
8139,1399670
8140,1569550
8141,1020270
8142,1100750
8143,289520
8144,1689810
8145,441010
8146,284890
8147,219950
8148,49600
8149,756080
8150,1443055
8151,516110
8152,4890
8153,1077450
8154,1849380
8155,1167660
8156,1415510
8157,530610
8158,1204050
8159,1097620
8160,438140
8161,6830
8162,1763081
8163,228760
8164,40390
8165,938490
8166,996741
8167,1106750
8168,558243
8169,1083210
8170,785890
8171,1525620
8172,487280
8173,965610
8174,783150
8175,7830
8176,"374320,442010"
8177,944250
8178,1005930
8179,297792
8180,222730
8181,1162380
8182,1042360
8183,1356410
8184,1610882
8185,1590160
8186,365770
8187,747030
8188,1460021
8189,1353942
8190,646673
8191,15270
8192,1142220
8193,1482490
8194,1135180
8195,1003090
8196,1717410
8197,1331910
8198,951460
8199,1123650
8200,427820
8201,297793
8202,12360
8203,1719460
8204,747620
8205,874342
8206,599460
8207,315810
8208,1271790
8209,1031440
8210,770972
8211,42918
8212,1744570
8213,1873920
8214,1582830
8215,822930
8216,1418230
8217,28000
8218,1543150
8219,1564090
8220,401635
8221,1408620
8222,1538460
8223,1854710
8224,1692080
8225,508400
8226,203510
8227,551620
8228,1714440
8229,239430
8230,896715
8231,1034540
8232,210895
8233,1575670
8234,691150
8235,695100
8236,919410
8237,1155660
8238,357070
8239,1403020
8240,908070
8241,619280
8242,831980
8243,249083
8244,445310
8245,541660
8246,1010600
8247,541640
8248,55381
8249,830451
8250,436090
8251,587180
8252,1063490
8253,1536080
8254,1374480
8255,1184820
8256,433240
8257,1886380
8258,610380
8259,1272110
8260,279940
8261,1053710
8262,1079210
8263,575300
8264,1869393
8265,32310
8266,662970
8267,1542280
8268,227100
8269,1364038
8270,1149720
8271,418950
8272,233610
8273,1599480
8274,1249130
8275,1569180
8276,1066630
8277,1172800
8278,7520
8279,380150
8280,55110
8281,319850
8282,687260
8283,736850
8284,779590
8285,1048350
8286,1489800
8287,12810
8288,458730
8289,659540
8290,3900
8291,758980
8292,610070
8293,1139890
8294,202200
8295,1300100
8296,15390
8297,1000000
8298,833040
8299,"49520,207870,208690,213210,213230,213250,213780,218550,224200,230090"
8300,233550
8301,1280
8302,349730
8303,474210
8304,1213710
8305,1157170
8306,559610
8307,1122100
8308,2870
8309,1554690
8310,1643351
8311,1481113
8312,1975670
8313,1324000
8314,963450
8315,247303
8316,1208880
8317,528056
8318,985760
8319,1738520
8320,552280
8321,204030
8322,508790
8323,1255650
8324,837841
8325,781020
8326,879160
8327,1689350
8328,483950
8329,1212410
8330,368640
8331,1092291
8332,461430
8333,1932780
8334,754770
8335,1837510
8336,1971100
8337,1237540
8338,612261
8339,1429670
8340,1113780
8341,1167661
8342,907670
8343,744050
8344,1099585
8345,1227320
8346,1621560
8347,572700
8348,1298480
8349,572730
8350,40300
8351,1211990
8352,318850
8353,1371407
8354,25830
8355,342940
8356,225823
8357,1420650
8358,697650
8359,447220
8360,861330
8361,1779200
8362,395239
8363,504130
8364,1036370
8365,219910
8366,993110
8367,1035990
8368,458580
8369,1375364
8370,1602980
8371,1379130
8372,853050
8373,460960
8374,1443062
8375,1233590
8376,394160
8377,1027120
8378,1099581
8379,1872860
8380,1530720
8381,266931
8382,753220
8383,1636340
8384,824570
8385,828580
8386,1375250
8387,1336481
8388,226720
8389,1708190
8390,464490
8391,351510
8392,869670
8393,1336482
8394,956450
8395,1028702
8396,987480
8397,926520
8398,801650
8399,595140
8400,1042210
8401,769970
8402,1491200
8403,1539580
8404,629090
8405,306660
8406,1141120
8407,395235
8408,13240
8409,382464
8410,258460
8411,1444300
8412,1297300
8413,768180
8414,1254370
8415,864300
8416,337850
8417,781130
8418,460430
8419,768090
8420,1158220
8421,422920
8422,225824
8423,289930
8424,243800
8425,724300
8426,416190
8427,350110
8428,1241290
8429,458580
8430,1391530
8431,678390
8432,494600
8433,1351261
8434,1576350
8435,249870
8436,630720
8437,320362
8438,1793020
8439,502820
8440,1378560
8441,1054071
8442,1092400
8443,984780
8444,1175880
8445,279600
8446,717610
8447,280790
8448,1276660
8449,1782210
8450,1695480
8451,214730
8452,299740
8453,1371630
8454,6920
8455,200960
8456,1328920
8457,1701200
8458,678520
8459,1776380
8460,225829
8461,870690
8462,224165
8463,1084480
8464,98300
8465,224163
8466,377680
8467,792040
8468,1238680
8469,224162
8470,1069210
8471,1672980
8472,224160
8473,526950
8474,1171370
8475,332070
8476,762912
8477,283680
8478,1137320
8479,682140
8480,1662503
8481,1178400
8482,225828
8483,811880
8484,225820
8485,245450
8486,253150
8487,673060
8488,1336484
8489,224145
8490,224140
8491,224141
8492,1454050
8493,224142
8494,32650
8495,812070
8496,224144
8497,288370
8498,1788600
8499,773740
8500,410850
8501,225822
8502,440420
8503,1590711
8504,1028130
8505,1664951
8506,654900
8507,1745170
8508,1714330
8509,382469
8510,1015890
8511,1639610
8512,312840
8513,1269310
8514,1473050
8515,1090183
8516,857710
8517,638930
8518,1149940
8519,410710
8520,1246520
8521,421700
8522,1674620
8523,63610
8524,1185490
8525,1680880
8526,1460020
8527,606500
8528,464840
8529,389170
8530,1418847
8531,1450220
8532,1831680
8533,1703140
8534,1714590
8535,1714590
8536,33600
8537,1164690
8538,746960
8539,225420
8540,1378350
8541,1564560
8542,1424920
8543,423367
8544,762915
8545,446810
8546,612520
8547,238260
8548,964990
8549,2010250
8550,1903580
8551,1339860
8552,1590563
8553,403180
8554,668360
8555,1966370
8556,468670
8557,419480
8558,1137940
8559,657424
8560,1642170
8561,1258590
8562,1079830
8563,743130
8564,1847600
8565,39190
8566,1265570
8567,794960
8568,966670
8569,646200
8570,802490
8571,1804140
8572,1207470
8573,619880
8574,925940
8575,1975180
8576,863590
8577,1659210
8578,1205170
8579,603530
8580,1205600
8581,1020730
8582,322022
8583,912170
8584,966630
8585,297511
8586,1918300
8587,1077530
8588,816490
8589,1033080
8590,514830
8591,312560
8592,720780
8593,250990
8594,558790
8595,712190
8596,672270
8597,1684100
8598,1356480
8599,632710
8600,1018160
8601,746510
8602,1241286
8603,494680
8604,232430
8605,1297790
8606,1145030
8607,530950
8608,292240
8609,465840
8610,1304411
8611,1836940
8612,1527660
8613,462680
8614,1336483
8615,1238030
8616,809730
8617,888360
8618,1023550
8619,943140
8620,800341
8621,779938
8622,812560
8623,1240480
8624,1262930
8625,35101
8626,757330
8627,1216230
8628,10110
8629,1112830
8630,1179060
8631,320140
8632,867050
8633,1672985
8634,1325730
8635,408640
8636,1870320
8637,342190
8638,1287058
8639,1301720
8640,1167663
8641,"33100,33110,33120,33130"
8642,747910
8643,514180
8644,804644
8645,418750
8646,989060
8647,930780
8648,1198461
8649,467300
8650,543192
8651,722960
8652,525700
8653,841150
8654,716660
8655,419110
8656,1130780
8657,441280
8658,513032
8659,895420
8660,721700
8661,1256830
8662,1242749
8663,317320
8664,982720
8665,648290
8666,1192380
8667,694500
8668,204300
8669,1319420
8670,750060
8671,353090
8672,888857
8673,1571590
8674,1028703
8675,1080010
8676,35000
8677,207400
8678,666860
8679,1615060
8680,617660
8681,1287600
8682,584381
8683,1856570
8684,564790
8685,3170
8686,1548750
8687,282210
8688,1114430
8689,738710
8690,458000
8691,1265850
8692,1665500
8693,1127970
8694,395850
8695,366080
8696,211010
8697,730720
8698,249088
8699,1110050
8700,1015790
8701,1742340
8702,1229370
8703,646500
8704,1711181
8705,1394480
8706,268090
8707,645260
8708,379400
8709,1086640
8710,1493360
8711,893770
8712,1812410
8713,1732480
8714,320384
8715,320385
8716,1426110
8717,1446330
8718,320388
8719,1417890
8720,1291400
8721,359610
8722,1789150
8723,696140
8724,1159500
8725,1287057
8726,727510
8727,917840
8728,247298
8729,201230
8730,584640
8731,422970
8732,763692
8733,938270
8734,527440
8735,1096690
8736,1241275
8737,209230
8738,207170
8739,1399590
8740,393420
8741,94300
8742,1022780
8743,665100
8744,324080
8745,38150
8746,508550
8747,871950
8748,247306
8749,1147940
8750,868280
8751,486810
8752,323460
8753,1094530
8754,256270
8755,1586960
8756,1514860
8757,1378290
8758,530598
8759,530597
8760,530596
8761,594220
8762,1375362
8763,550010
8764,1233220
8765,1700940
8766,1573750
8767,1330380
8768,1380390
8769,1272580
8770,217140
8771,442780
8772,487430
8773,1303010
8774,337760
8775,1066260
8776,659960
8777,734750
8778,937891
8779,1429757
8780,366690
8781,984560
8782,615610
8783,1184840
8784,1247360
8785,247304
8786,1342050
8787,257970
8788,832360
8789,1070860
8790,1955390
8791,1476780
8792,1770830
8793,970960
8794,80310
8795,1377550
8796,1851591
8797,814251
8798,35102
8799,236930
8800,1736270
8801,1383640
8802,842100
8803,424280
8804,1546100
8805,314970
8806,601710
8807,1383960
8808,318520
8809,1211480
8810,946010
8811,1247290
8812,214250
8813,1737351
8814,1000717
8815,579840
8816,834280
8817,1851330
8818,1443430
8819,447190
8820,461246
8821,453690
8822,1249080
8823,1036950
8824,461243
8825,937850
8826,211400
8827,1629200
8828,1450700
8829,467960
8830,987070
8831,914970
8832,490280
8833,247299
8834,1005130
8835,385870
8836,321540
8837,98800
8838,1454460
8839,984660
8840,1586700
8841,505040
8842,1554220
8843,1910780
8844,1490111
8845,621080
8846,492230
8847,610220
8848,776340
8849,1479500
8850,555630
8851,466740
8852,771720
8853,1089930
8854,914750
8855,1843730
8856,1522560
8857,449391
8858,1206720
8859,214770
8860,261110
8861,1103740
8862,806140
8863,569000
8864,438080
8865,1297160
8866,32420
8867,1156250
8868,919260
8869,232790
8870,365380
8871,529660
8872,210230
8873,561610
8874,1497120
8875,596590
8876,476530
8877,248330
8878,1210610
8879,1351260
8880,1329260
8881,6080
8882,1227400
8883,1426700
8884,1011510
8885,1386600
8886,259550
8887,1242752
8888,1988940
8889,623140
8890,1755890
8891,844330
8892,1669720
8893,205710
8894,987050
8895,1683690
8896,1986840
8897,378750
8898,247300
8899,1255740
8900,834150
8901,1279280
8902,1426480
8903,720710
8904,1962410
8905,1142470
8906,1861290
8907,1336480
8908,766280
8909,1721870
8910,1430970
8911,796620
8912,1162205
8913,247305
8914,349220
8915,1418843
8916,1242755
8917,1144300
8918,1465510
8919,728300
8920,990260
8921,881420
8922,411980
8923,513031
8924,578540
8925,1636840
8926,577990
8927,547360
8928,539660
8929,220822
8930,798290
8931,55140
8932,306392
8933,931310
8934,427510
8935,916060
8936,489360
8937,754921
8938,1659800
8939,1847950
8940,1113060
8941,811460
8942,658590
8943,334420
8944,235380
8945,1561660
8946,260190
8947,674090
8948,776960
8949,306396
8950,1834870
8951,1662500
8952,1304550
8953,1037750
8954,1491510
8955,1464060
8956,1013910
8957,1397470
8958,1174500
8959,1035930
8960,384360
8961,105800
8962,1029330
8963,275560
8964,394321
8965,1918130
8966,629690
8967,433950
8968,1421760
8969,1347600
8970,1209531
8971,1303740
8972,975660
8973,96000
8974,1163740
8975,1139280
8976,719750
8977,1324270
8978,290690
8979,1162110
8980,1322100
8981,640990
8982,1372210
8983,1242751
8984,1037120
8985,1853060
8986,437701
8987,348200
8988,433850
8989,1723660
8990,362930
8991,1737352
8992,499660
8993,1968780
8994,1664670
8995,966430
8996,1162700
8997,861520
8998,1464500
8999,1237730
9000,1779560
9001,1162480
9002,1996930
9003,241240
9004,249082
9005,275530
9006,368220
9007,774441
9008,1029550
9009,573170
9010,687500
9011,233700
9012,231740
9013,439500
9014,1100180
9015,623940
9016,995070
9017,1061470
9018,980610
9019,238050
9020,542160
9021,577530
9022,232970
9023,1643350
9024,1124080
9025,1770820
9026,944220
9027,403510
9028,1818180
9029,455820
9030,1688540
9031,352520
9032,449390
9033,214830
9034,572620
9035,1619220
9036,1677180
9037,356430
9038,677020
9039,1255080
9040,597075
9041,1307870
9042,1135910
9043,449392
9044,559680
9045,439501
9046,627350
9047,314710
9048,1647200
9049,446520
9050,1759140
9051,689910
9052,1162341
9053,795630
9054,801750
9055,547900
9056,877010
9057,1296260
9058,215470
9059,1132030
9060,450812
9061,203778
9062,1415660
9063,270130
9064,895200
9065,1708800
9066,1000710
9067,1990900
9068,915460
9069,"268050,354710,359930,345980"
9070,422480
9071,349720
9072,460780
9073,688740
9074,1247190
9075,1709930
9076,575291
9077,1567290
9078,743640
9079,1855800
9080,1300600
9081,760650
9082,755800
9083,63380
9084,520010
9085,31830
9086,1241279
9087,757300
9088,1424710
9089,1257850
9090,733740
9091,208400
9092,35090
9093,344630
9094,1384770
9095,90200
9096,240440
9097,1851510
9098,402880
9099,1026820
9100,1261970
9101,1919550
9102,976500
9103,1351370
9104,556650
9105,226459
9106,1157310
9107,1170720
9108,1792980
9109,2055270
9110,853500
9111,397330
9112,347720
9113,1617270
9114,467660
9115,720280
9116,597700
9117,1598160
9118,1320100
9119,464500
9120,1291790
9121,411910
9122,878580
9123,325260
9124,894630
9125,32380
9126,623070
9127,65300
9128,1545290
9129,1968650
9130,1014280
9131,1938680
9132,616850
9133,840800
9134,1464061
9135,750310
9136,1098170
9137,618720
9138,335510
9139,546260
9140,861887
9141,1382320
9142,526140
9143,1659770
9144,1676380
9145,1654830
9146,739190
9147,330420
9148,947000
9149,715110
9150,1621980
9151,821940
9152,271970
9153,428750
9154,417750
9155,623280
9156,623280
9157,720740
9158,1101351
9159,509580
9160,619510
9161,1368800
9162,1520720
9163,1145340
9164,1044410
9165,964370
9166,711380
9167,681240
9168,2500
9169,35091
9170,630010
9171,774754
9172,1070550
9173,1364971
9174,765180
9175,1235830
9176,1250690
9177,721390
9178,1240390
9179,1663110
9180,294590
9181,41074
9182,318230
9183,55392
9184,1237770
9185,99910
9186,1056690
9187,1225070
9188,638000
9189,1290170
9190,317710
9191,1051960
9192,838630
9193,483770
9194,1254570
9195,336420
9196,568990
9197,862800
9198,1177000
9199,720770
9200,202670
9201,325976
9202,1771990
9203,774811
9204,804646
9205,813450
9206,1533008
9207,382090
9208,951530
9209,1348920
9210,370910
9211,1286340
9212,1118029
9213,586210
9214,1313
9215,1856900
9216,826600
9217,437000
9218,517000
9219,3730
9220,762220
9221,650940
9222,1168660
9223,331750
9224,1309860
9225,1309860
9226,575940
9227,1287051
9228,249230
9229,1243890
9230,987340
9231,953080
9232,760810
9233,459090
9234,331460
9235,1295190
9236,1158270
9237,238300
9238,980210
9239,666610
9240,785910
9241,532840
9242,25990
9243,272620
9244,1760280
9245,575510
9246,513034
9247,505170
9248,1155880
9249,1389020
9250,21800
9251,13630
9252,1482640
9253,672271
9254,347610
9255,1990740
9256,353050
9257,1879640
9258,623640
9259,1520480
9260,1097530
9261,249092
9262,619210
9263,13250
9264,1773700
9265,1758920
9266,1083190
9267,1394930
9268,500670
9269,353053
9270,733460
9271,1085630
9272,55382
9273,1016520
9274,1205480
9275,977840
9276,353052
9277,635200
9278,566890
9279,615350
9280,561600
9281,1730910
9282,775530
9283,1621680
9284,1538640
9285,202530
9286,575301
9287,1825740
9288,830820
9289,1292020
9290,876310
9291,1170803
9292,671800
9293,667530
9294,745850
9295,529490
9296,1601970
9297,208520
9298,335000
9299,962960
9300,1548770
9301,1153560
9302,910450
9303,940731
9304,1784470
9305,393830
9306,716340
9307,748480
9308,1595710
9309,737000
9310,587170
9311,346460
9312,864680
9313,361930
9314,304530
9315,1620540
9316,1804518
9317,1371690
9318,1156960
9319,959000
9320,284870
9321,388060
9322,371200
9323,544630
9324,1129250
9325,1066110
9326,744810
9327,397190
9328,1622221
9329,704910
9330,461870
9331,944010
9332,900540
9333,522333
9334,454530
9335,862570
9336,311010
9337,703880
9338,685690
9339,1438150
9340,687540
9341,1072640
9342,423363
9343,1631640
9344,1230800
9345,1267470
9346,669950
9347,"307780,347880,524620"
9348,1628290
9349,632900
9350,1797280
9351,1562930
9352,1141220
9353,229621
9354,1295180
9355,763693
9356,888858
9357,743230
9358,615780
9359,658000
9360,302710
9361,1516900
9362,1611420
9363,1690010
9364,1791790
9365,1126710
9366,1710610
9367,1533006
9368,1822450
9369,1822450
9370,894700
9371,1061610
9372,368610
9373,1989560
9374,570050
9375,951430
9376,425360
9377,693580
9378,976570
